INFO:__main__:PEX 03 start.
INFO:__main__:Connecting to device...
INFO:autopilot:ArduCopter V4.1.0-dev (428c9ef0)
INFO:autopilot:a3d9197b765643568af09eb2bd3e5ce7
INFO:autopilot:Frame: QUAD
INFO:__main__:Device connected.
INFO:root:Device version: APM:Copter-None.None.NoneUnknownReleaseType, log=
INFO:__main__:Looking for mission to execute...
INFO:__main__:Arming device...
INFO:__main__:Switching to GUIDED mode...
INFO:__main__:Device armed: True.
INFO:__main__:Device takeoff...
INFO:__main__:Current altitude: 14.996
INFO:__main__:Current altitude: 14.997
INFO:__main__:Current altitude: 14.997
INFO:__main__:Current altitude: 14.998
INFO:__main__:Current altitude: 14.999
INFO:__main__:Current altitude: 15.0
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.002
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.002
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.005
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.005
INFO:__main__:Current altitude: 15.006
INFO:__main__:Current altitude: 15.006
INFO:__main__:Current altitude: 15.006
INFO:__main__:Current altitude: 15.006
INFO:__main__:Current altitude: 15.006
INFO:__main__:Current altitude: 15.007
INFO:__main__:Current altitude: 15.007
INFO:__main__:Current altitude: 15.007
INFO:__main__:Current altitude: 15.005
INFO:__main__:Current altitude: 15.005
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.002
INFO:__main__:Current altitude: 15.002
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.002
INFO:__main__:Current altitude: 15.002
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.001
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.004
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.003
INFO:__main__:Current altitude: 15.002
INFO:__main__:Current altitude: 15.0
INFO:__main__:Current altitude: 14.999
INFO:__main__:Current altitude: 14.999
INFO:__main__:Current altitude: 14.999
INFO:__main__:Current altitude: 14.999
INFO:__main__:Current altitude: 14.998
INFO:__main__:Current altitude: 14.997
INFO:__main__:Current altitude: 14.997
INFO:__main__:Current altitude: 14.997
INFO:__main__:Current altitude: 14.997
